"ORF","GENE","GO set","GO term","GO ID","order"
"YKL068W","NUP100","P","response to heat","GO:0009408","e"
"YER107C","GLE2","P","response to heat","GO:0009408","e"
"YJR100C","AIM25","P","response to heat","GO:0009408","e"
"YJL128C","PBS2","P","response to heat","GO:0009408","e"
"YCL032W","STE50","P","response to heat","GO:0009408","e"
"YDR258C","HSP78","P","response to heat","GO:0009408","e"
"YPR158W","CUR1","P","response to heat","GO:0009408","e"
"YOR008C","SLG1","P","response to heat","GO:0009408","e"
"YJR032W","CPR7","P","response to heat","GO:0009408","e"
"YHL028W","WSC4","P","response to heat","GO:0009408","e"
"YOR178C","GAC1","P","response to heat","GO:0009408","e"
"YER159C","BUR6","P","response to heat","GO:0009408","e"
"YDL079C","MRK1","P","response to heat","GO:0009408","e"
"YJR066W","TOR1","P","response to heat","GO:0009408","e"
"YOR007C","SGT2","P","response to heat","GO:0009408","e"
"YNL123W","NMA111","P","response to heat","GO:0009408","e"
"YML103C","NUP188","P","response to heat","GO:0009408","e"
"YOL116W","MSN1","P","response to heat","GO:0009408","e"
"YER111C","SWI4","P","response to heat","GO:0009408","e"
"YDR192C","NUP42","P","response to heat","GO:0009408","e"
"YPL004C","LSP1","P","response to heat","GO:0009408","e"
"YER103W","SSA4","P","response to heat","GO:0009408","e"
"YIL084C","SDS3","P","response to heat","GO:0009408","e"
"YAR050W","FLO1","P","response to heat","GO:0009408","e"
"YMR037C","MSN2","P","response to heat","GO:0009408","e"
"YJL140W","RPB4","P","response to heat","GO:0009408","e"
"YDL116W","NUP84","P","response to heat","GO:0009408","e"
"YKL057C","NUP120","P","response to heat","GO:0009408","e"
"YNL283C","WSC2","P","response to heat","GO:0009408","e"
"YFL033C","RIM15","P","response to heat","GO:0009408","e"
"YDR214W","AHA1","P","response to heat","GO:0009408","e"
"YLL026W","HSP104","P","response to heat","GO:0009408","e"
"YOR043W","WHI2","P","response to heat","GO:0009408","e"
"YER133W","GLC7","P","response to heat","GO:0009408","e"
"YBR126C","TPS1","P","response to heat","GO:0009408","e"
"YDR059C","UBC5","P","response to heat","GO:0009408","e"
"YLR362W","STE11","P","response to heat","GO:0009408","e"
"YLR019W","PSR2","P","response to heat","GO:0009408","e"
"YDL088C","ASM4","P","response to heat","GO:0009408","e"
"YDR397C","NCB2","P","response to heat","GO:0009408","e"
"YKR082W","NUP133","P","response to heat","GO:0009408","e"
"YGR086C","PIL1","P","response to heat","GO:0009408","e"
"YOL128C","YGK3","P","response to heat","GO:0009408","e"
"YLR113W","HOG1","P","response to heat","GO:0009408","e"
"YLR335W","NUP2","P","response to heat","GO:0009408","e"
"YKL062W","MSN4","P","response to heat","GO:0009408","e"
"YLR260W","LCB5","P","response to heat","GO:0009408","e"
"YLL010C","PSR1","P","response to heat","GO:0009408","e"
"YMR263W","SAP30","P","response to heat","GO:0009408","e"
"YOL089C","HAL9","P","response to osmotic stress","GO:0006970","e"
"YKL143W","LTV1","P","response to osmotic stress","GO:0006970","e"
"YPL230W","USV1","P","response to osmotic stress","GO:0006970","e"
"YHR104W","GRE3","P","response to osmotic stress","GO:0006970","e"
"YHR205W","SCH9","P","response to osmotic stress","GO:0006970","e"
"YER089C","PTC2","P","response to osmotic stress","GO:0006970","e"
"YKL088W","CAB3","P","response to osmotic stress","GO:0006970","e"
"YOR028C","CIN5","P","response to osmotic stress","GO:0006970","e"
"YCR073C","SSK22","P","response to osmotic stress","GO:0006970","e"
"YBR260C","RGD1","P","response to osmotic stress","GO:0006970","e"
"YER075C","PTP3","P","response to osmotic stress","GO:0006970","e"
"YGR088W","CTT1","P","response to osmotic stress","GO:0006970","e"
"YOL064C","MET22","P","response to osmotic stress","GO:0006970","e"
"YDR040C","ENA1","P","response to osmotic stress","GO:0006970","e"
"YDR192C","NUP42","P","response to osmotic stress","GO:0006970","e"
"YLR332W","MID2","P","response to osmotic stress","GO:0006970","e"
"YOR061W","CKA2","P","response to osmotic stress","GO:0006970","e"
"YGR014W","MSB2","P","response to osmotic stress","GO:0006970","e"
"YAL028W","FRT2","P","response to osmotic stress","GO:0006970","e"
"YLR019W","PSR2","P","response to osmotic stress","GO:0006970","e"
"YDL022W","GPD1","P","response to osmotic stress","GO:0006970","e"
"YOL116W","MSN1","P","response to osmotic stress","GO:0006970","e"
"YER151C","UBP3","P","response to osmotic stress","GO:0006970","e"
"YBR182C","SMP1","P","response to osmotic stress","GO:0006970","e"
"YPL152W","RRD2","P","response to osmotic stress","GO:0006970","e"
"YDL073W","AHK1","P","response to osmotic stress","GO:0006970","e"
"YDL006W","PTC1","P","response to osmotic stress","GO:0006970","e"
"YOR008C","SLG1","P","response to osmotic stress","GO:0006970","e"
"YHR206W","SKN7","P","response to osmotic stress","GO:0006970","e"
"YLR138W","NHA1","P","response to osmotic stress","GO:0006970","e"
"YLR113W","HOG1","P","response to osmotic stress","GO:0006970","e"
"YIL153W","RRD1","P","response to osmotic stress","GO:0006970","e"
"YDR420W","HKR1","P","response to osmotic stress","GO:0006970","e"
"YMR125W","STO1","P","response to osmotic stress","GO:0006970","e"
"YJR136C","TTI2","P","response to osmotic stress","GO:0006970","e"
"YPL242C","IQG1","P","response to osmotic stress","GO:0006970","e"
"YPL240C","HSP82","P","response to osmotic stress","GO:0006970","e"
"YOR047C","STD1","P","response to osmotic stress","GO:0006970","e"
"YMR092C","AIP1","P","response to osmotic stress","GO:0006970","e"
"YCR009C","RVS161","P","response to osmotic stress","GO:0006970","e"
"YLL010C","PSR1","P","response to osmotic stress","GO:0006970","e"
"YOR208W","PTP2","P","response to osmotic stress","GO:0006970","e"
"YDL079C","MRK1","P","response to osmotic stress","GO:0006970","e"
"YKL062W","MSN4","P","response to osmotic stress","GO:0006970","e"
"YOR324C","FRT1","P","response to osmotic stress","GO:0006970","e"
"YDR162C","NBP2","P","response to osmotic stress","GO:0006970","e"
"YHL007C","STE20","P","response to osmotic stress","GO:0006970","e"
"YBL056W","PTC3","P","response to osmotic stress","GO:0006970","e"
"YJL128C","PBS2","P","response to osmotic stress","GO:0006970","e"
"YLR362W","STE11","P","response to osmotic stress","GO:0006970","e"
"YPL239W","YAR1","P","response to osmotic stress","GO:0006970","e"
"YIL053W","GPP1","P","response to osmotic stress","GO:0006970","e"
"YLR006C","SSK1","P","response to osmotic stress","GO:0006970","e"
"YNL307C","MCK1","P","response to osmotic stress","GO:0006970","e"
"YLR336C","SGD1","P","response to osmotic stress","GO:0006970","e"
"YCL032W","STE50","P","response to osmotic stress","GO:0006970","e"
"YIL147C","SLN1","P","response to osmotic stress","GO:0006970","e"
"YNL091W","NST1","P","response to osmotic stress","GO:0006970","e"
"YHR114W","BZZ1","P","response to osmotic stress","GO:0006970","e"
"YOR297C","TIM18","P","response to osmotic stress","GO:0006970","e"
"YKL201C","MNN4","P","response to osmotic stress","GO:0006970","e"
"YNR031C","SSK2","P","response to osmotic stress","GO:0006970","e"
"YMR070W","MOT3","P","response to osmotic stress","GO:0006970","e"
"YBR066C","NRG2","P","response to osmotic stress","GO:0006970","e"
"YMR039C","SUB1","P","response to osmotic stress","GO:0006970","e"
"YNL027W","CRZ1","P","response to osmotic stress","GO:0006970","e"
"YPL180W","TCO89","P","response to osmotic stress","GO:0006970","e"
"YPR065W","ROX1","P","response to osmotic stress","GO:0006970","e"
"YDL235C","YPD1","P","response to osmotic stress","GO:0006970","e"
"YER062C","GPP2","P","response to osmotic stress","GO:0006970","e"
"YFL014W","HSP12","P","response to osmotic stress","GO:0006970","e"
"YAL053W","FLC2","P","response to osmotic stress","GO:0006970","e"
"YDR043C","NRG1","P","response to osmotic stress","GO:0006970","e"
"YLR248W","RCK2","P","response to osmotic stress","GO:0006970","e"
"YCR021C","HSP30","P","response to osmotic stress","GO:0006970","e"
"YOL128C","YGK3","P","response to osmotic stress","GO:0006970","e"
"YPL059W","GRX5","P","response to osmotic stress","GO:0006970","e"
"YMR037C","MSN2","P","response to osmotic stress","GO:0006970","e"
"YPR005C","HAL1","P","response to osmotic stress","GO:0006970","e"
"YMR172W","HOT1","P","response to osmotic stress","GO:0006970","e"
"YER019W","ISC1","P","response to osmotic stress","GO:0006970","e"
"YMR139W","RIM11","P","response to osmotic stress","GO:0006970","e"
"YNL167C","SKO1","P","response to osmotic stress","GO:0006970","e"
"YKR072C","SIS2","P","response to osmotic stress","GO:0006970","e"
"YPL061W","ALD6","P","response to osmotic stress","GO:0006970","e"
"YMR109W","MYO5","P","response to osmotic stress","GO:0006970","e"
"YPR075C","OPY2","P","response to osmotic stress","GO:0006970","e"
"YKL129C","MYO3","P","response to osmotic stress","GO:0006970","e"
"YFR028C","CDC14","P","response to osmotic stress","GO:0006970","e"
"YER118C","SHO1","P","response to osmotic stress","GO:0006970","e"
"YDR168W","CDC37","P","response to osmotic stress","GO:0006970","e"
"YOR043W","WHI2","P","response to osmotic stress","GO:0006970","e"
"YFL014W","HSP12","P","response to oxidative stress","GO:0006979","e"
"YLR011W","LOT6","P","response to oxidative stress","GO:0006979","e"
"YNL259C","ATX1","P","response to oxidative stress","GO:0006979","e"
"YGR088W","CTT1","P","response to oxidative stress","GO:0006979","e"
"YHR178W","STB5","P","response to oxidative stress","GO:0006979","e"
"YIL056W","VHR1","P","response to oxidative stress","GO:0006979","e"
"YHR008C","SOD2","P","response to oxidative stress","GO:0006979","e"
"YER042W","MXR1","P","response to oxidative stress","GO:0006979","e"
"YJL101C","GSH1","P","response to oxidative stress","GO:0006979","e"
"YJR100C","AIM25","P","response to oxidative stress","GO:0006979","e"
"YOR120W","GCY1","P","response to oxidative stress","GO:0006979","e"
"YGR023W","MTL1","P","response to oxidative stress","GO:0006979","e"
"YLR248W","RCK2","P","response to oxidative stress","GO:0006979","e"
"YHR206W","SKN7","P","response to oxidative stress","GO:0006979","e"
"YBR126C","TPS1","P","response to oxidative stress","GO:0006979","e"
"YPL270W","MDL2","P","response to oxidative stress","GO:0006979","e"
"YMR250W","GAD1","P","response to oxidative stress","GO:0006979","e"
"YGL131C","SNT2","P","response to oxidative stress","GO:0006979","e"
"YAL015C","NTG1","P","response to oxidative stress","GO:0006979","e"
"YHR055C","CUP1-2","P","response to oxidative stress","GO:0006979","e"
"YKL069W","YKL069W","P","response to oxidative stress","GO:0006979","e"
"YDR346C","SVF1","P","response to oxidative stress","GO:0006979","e"
"YNL036W","NCE103","P","response to oxidative stress","GO:0006979","e"
"YPL239W","YAR1","P","response to oxidative stress","GO:0006979","e"
"YGR097W","ASK10","P","response to oxidative stress","GO:0006979","e"
"YNL080C","EOS1","P","response to oxidative stress","GO:0006979","e"
"YML007W","YAP1","P","response to oxidative stress","GO:0006979","e"
"YCR021C","HSP30","P","response to oxidative stress","GO:0006979","e"
"YDR513W","GRX2","P","response to oxidative stress","GO:0006979","e"
"YBR014C","GRX7","P","response to oxidative stress","GO:0006979","e"
"YNL099C","OCA1","P","response to oxidative stress","GO:0006979","e"
"YPL059W","GRX5","P","response to oxidative stress","GO:0006979","e"
"YMR037C","MSN2","P","response to oxidative stress","GO:0006979","e"
"YPL091W","GLR1","P","response to oxidative stress","GO:0006979","e"
"YIR037W","HYR1","P","response to oxidative stress","GO:0006979","e"
"YEL052W","AFG1","P","response to oxidative stress","GO:0006979","e"
"YOR297C","TIM18","P","response to oxidative stress","GO:0006979","e"
"YLL026W","HSP104","P","response to oxidative stress","GO:0006979","e"
"YDR453C","TSA2","P","response to oxidative stress","GO:0006979","e"
"YHR053C","CUP1-1","P","response to oxidative stress","GO:0006979","e"
"YPL196W","OXR1","P","response to oxidative stress","GO:0006979","e"
"YIL010W","DOT5","P","response to oxidative stress","GO:0006979","e"
"YDL010W","GRX6","P","response to oxidative stress","GO:0006979","e"
"YML086C","ALO1","P","response to oxidative stress","GO:0006979","e"
"YOL081W","IRA2","P","response to oxidative stress","GO:0006979","e"
"YGR029W","ERV1","P","response to oxidative stress","GO:0006979","e"
"YMR074C","SDD2","P","response to oxidative stress","GO:0006979","e"
"YOL052C-A","DDR2","P","response to oxidative stress","GO:0006979","e"
"YDR353W","TRR1","P","response to oxidative stress","GO:0006979","e"
"YBR216C","YBP1","P","response to oxidative stress","GO:0006979","e"
"YKL143W","LTV1","P","response to oxidative stress","GO:0006979","e"
"YAR050W","FLO1","P","response to oxidative stress","GO:0006979","e"
"YBL055C","YBL055C","P","response to oxidative stress","GO:0006979","e"
"YCR083W","TRX3","P","response to oxidative stress","GO:0006979","e"
"YDR533C","HSP31","P","response to oxidative stress","GO:0006979","e"
"YIL008W","URM1","P","response to oxidative stress","GO:0006979","e"
"YHR104W","GRE3","P","response to oxidative stress","GO:0006979","e"
"YHR106W","TRR2","P","response to oxidative stress","GO:0006979","e"
"YDR098C","GRX3","P","response to oxidative stress","GO:0006979","e"
"YDL124W","YDL124W","P","response to oxidative stress","GO:0006979","e"
"YFL033C","RIM15","P","response to oxidative stress","GO:0006979","e"
"YGR043C","NQM1","P","response to oxidative stress","GO:0006979","e"
"YKL150W","MCR1","P","response to oxidative stress","GO:0006979","e"
"YJR096W","YJR096W","P","response to oxidative stress","GO:0006979","e"
"YER174C","GRX4","P","response to oxidative stress","GO:0006979","e"
"YHR111W","UBA4","P","response to oxidative stress","GO:0006979","e"
"YLR043C","TRX1","P","response to oxidative stress","GO:0006979","e"
"YCL033C","MXR2","P","response to oxidative stress","GO:0006979","e"
"YBR046C","ZTA1","P","response to oxidative stress","GO:0006979","e"
"YCL035C","GRX1","P","response to oxidative stress","GO:0006979","e"
"YBL064C","PRX1","P","response to oxidative stress","GO:0006979","e"
"YBR006W","UGA2","P","response to oxidative stress","GO:0006979","e"
"YGR234W","YHB1","P","response to oxidative stress","GO:0006979","e"
"YLR205C","HMX1","P","response to oxidative stress","GO:0006979","e"
"YHR183W","GND1","P","response to oxidative stress","GO:0006979","e"
"YHR205W","SCH9","P","response to oxidative stress","GO:0006979","e"
"YNL241C","ZWF1","P","response to oxidative stress","GO:0006979","e"
"YKL056C","TMA19","P","response to oxidative stress","GO:0006979","e"
"YKR071C","DRE2","P","response to oxidative stress","GO:0006979","e"
"YBL024W","NCL1","P","response to oxidative stress","GO:0006979","e"
"YLR109W","AHP1","P","response to oxidative stress","GO:0006979","e"
"YPR048W","TAH18","P","response to oxidative stress","GO:0006979","e"
"YCL026C-A","FRM2","P","response to oxidative stress","GO:0006979","e"
"YML028W","TSA1","P","response to oxidative stress","GO:0006979","e"
"YML127W","RSC9","P","response to oxidative stress","GO:0006979","e"
"YCR065W","HCM1","P","response to oxidative stress","GO:0006979","e"
"YKL062W","MSN4","P","response to oxidative stress","GO:0006979","e"
"YKR066C","CCP1","P","response to oxidative stress","GO:0006979","e"
"YKL086W","SRX1","P","response to oxidative stress","GO:0006979","e"
"YDL047W","SIT4","P","response to oxidative stress","GO:0006979","e"
"YDR256C","CTA1","P","response to oxidative stress","GO:0006979","e"
"YJR104C","SOD1","P","response to oxidative stress","GO:0006979","e"
"YMR176W","ECM5","P","response to oxidative stress","GO:0006979","e"
"YDR296W","MHR1","P","response to oxidative stress","GO:0006979","e"
"YPL202C","AFT2","P","response to oxidative stress","GO:0006979","e"
"YIL101C","XBP1","P","response to oxidative stress","GO:0006979","e"
"YDR368W","YPR1","P","response to oxidative stress","GO:0006979","e"
"YNR074C","AIF1","P","response to oxidative stress","GO:0006979","e"
"YDL166C","FAP7","P","response to oxidative stress","GO:0006979","e"
"YBR244W","GPX2","P","response to oxidative stress","GO:0006979","e"
"YKL026C","GPX1","P","response to oxidative stress","GO:0006979","e"
"YJR066W","TOR1","P","response to oxidative stress","GO:0006979","e"
"YPL188W","POS5","P","response to oxidative stress","GO:0006979","e"
"YFL039C","ACT1","P","response to oxidative stress","GO:0006979","e"
"YOR162C","YRR1","P","response to oxidative stress","GO:0006979","e"
"YGR173W","RBG2","P","response to starvation","GO:0042594","e"
"YOL052C-A","DDR2","P","response to starvation","GO:0042594","e"
"YOR173W","DCS2","P","response to starvation","GO:0042594","e"
"YGL162W","SUT1","P","response to starvation","GO:0042594","e"
"YKR026C","GCN3","P","response to starvation","GO:0042594","e"
"YGL209W","MIG2","P","response to starvation","GO:0042594","e"
"YLR228C","ECM22","P","response to starvation","GO:0042594","e"
"YJL083W","TAX4","P","response to starvation","GO:0042594","e"
"YDR028C","REG1","P","response to starvation","GO:0042594","e"
"YCR009C","RVS161","P","response to starvation","GO:0042594","e"
"YPL202C","AFT2","P","response to starvation","GO:0042594","e"
"YKR019C","IRS4","P","response to starvation","GO:0042594","e"
"YDR283C","GCN2","P","response to starvation","GO:0042594","e"
"YLR157C","ASP3-2","P","response to starvation","GO:0042594","e"
"YDL229W","SSB1","P","response to starvation","GO:0042594","e"
"YDR477W","SNF1","P","response to starvation","GO:0042594","e"
"YDR040C","ENA1","P","response to starvation","GO:0042594","e"
"YPR009W","SUT2","P","response to starvation","GO:0042594","e"
"YDR294C","DPL1","P","response to starvation","GO:0042594","e"
"YPL016W","SWI1","P","response to starvation","GO:0042594","e"
"YLR270W","DCS1","P","response to starvation","GO:0042594","e"
"YMR037C","MSN2","P","response to starvation","GO:0042594","e"
"YJL056C","ZAP1","P","response to starvation","GO:0042594","e"
"YGR211W","ZPR1","P","response to starvation","GO:0042594","e"
"YOR290C","SNF2","P","response to starvation","GO:0042594","e"
"YNL209W","SSB2","P","response to starvation","GO:0042594","e"
"YCR026C","NPP1","P","response to starvation","GO:0042594","e"
"YEL060C","PRB1","P","response to starvation","GO:0042594","e"
"YLR158C","ASP3-3","P","response to starvation","GO:0042594","e"
"YEL062W","NPR2","P","response to starvation","GO:0042594","e"
"YFL033C","RIM15","P","response to starvation","GO:0042594","e"
"YIL056W","VHR1","P","response to starvation","GO:0042594","e"
"YDR191W","HST4","P","response to starvation","GO:0042594","e"
"YNR023W","SNF12","P","response to starvation","GO:0042594","e"
"YDR213W","UPC2","P","response to starvation","GO:0042594","e"
"YEL009C","GCN4","P","response to starvation","GO:0042594","e"
"YPR075C","OPY2","P","response to starvation","GO:0042594","e"
"YKL100C","YPF1","P","response to starvation","GO:0042594","e"
"YFR034C","PHO4","P","response to starvation","GO:0042594","e"
"YKL062W","MSN4","P","response to starvation","GO:0042594","e"
"YBR093C","PHO5","P","response to starvation","GO:0042594","e"
"YGR023W","MTL1","P","response to starvation","GO:0042594","e"
"YGL035C","MIG1","P","response to starvation","GO:0042594","e"
"YLR160C","ASP3-4","P","response to starvation","GO:0042594","e"
"YHR186C","KOG1","P","response to starvation","GO:0042594","e"
"YGL208W","SIP2","P","response to starvation","GO:0042594","e"
"YGL071W","AFT1","P","response to starvation","GO:0042594","e"
"YDR152W","GIR2","P","response to starvation","GO:0042594","e"
"YLR155C","ASP3-1","P","response to starvation","GO:0042594","e"
"YAL036C","RBG1","P","response to starvation","GO:0042594","e"
"YHL023C","NPR3","P","response to starvation","GO:0042594","e"
"YOR260W","GCD1","P","response to starvation","GO:0042594","e"
"YDR096W","GIS1","P","response to starvation","GO:0042594","e"
"YMR140W","SIP5","P","response to starvation","GO:0042594","e"
"YER037W","PHM8","P","response to starvation","GO:0042594","e"
"YPL154C","PEP4","P","response to starvation","GO:0042594","e"
"YLR185W","RPL37A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGR085C","RPL11B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL131W","RPL5","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR457W","TOM1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR496C","PUF6","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YIR012W","SQT1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL211W","NIP7","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKL082C","RRP14","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL002C","RLP7","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YCR072C","RSA4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YCL054W","SPB1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL120C","PRP43","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL246C","RAI1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHR066W","SSF1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLL008W","DRS1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YER002W","NOP16","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL110C","NOP15","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKL009W","MRT4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR387C","REH1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGR103W","NOP7","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YMR049C","ERB1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPR016C","TIF6","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YFR001W","LOC1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR418W","RPL12B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOR272W","YTM1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOL144W","NOP8","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLL035W","GRC3","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL227C","JJJ1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YMR229C","RRP5","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR009W","RLP24","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHL033C","RPL8A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YER126C","NSA2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGR162W","TIF4631","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPR143W","RRP15","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YIL148W","RPL40A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDL031W","DBP10","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDL191W","RPL35A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOR063W","RPL3","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YJR055W","HIT1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHR088W","RPF1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOR294W","RRS1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL193W","RSA1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL146C","NOP53","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLL045C","RPL8B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL061W","NOP2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL043W","NOP4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOR206W","NOC2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YJR067C","YAE1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YER006W","NUG1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YMR290C","HAS1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOL041C","NOP12","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR340W","RPP0","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YIR026C","YVH1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL198W","RPL7B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPR169W","JIP5","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR221C","RSA3","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL111W","NSA1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR060W","MAK21","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOL077C","BRX1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL099W","LSG1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR312W","SSF2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR106C","MDN1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKR081C","RPF2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR448W","RPL6B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YFL002C","SPB4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLL034C","RIX7","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL078C","DBP3","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YJL122W","ALB1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOL080C","REX4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR276C","DBP9","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR397C","AFG2","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL204W","HRR25","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNR038W","DBP6","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL260C","LTO1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR091C","RLI1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHR085W","IPI1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKR094C","RPL40B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKL014C","URB1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOL127W","RPL25","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKL021C","MAK11","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNL182C","IPI3","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YOR048C","RAT1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHL025W","SNF6","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YNR046W","TRM112","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL064C","MRH4","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YBR267W","REI1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGL076C","RPL7A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR500C","RPL37B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YGR245C","SDA1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPL093W","NOG1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YPR102C","RPL11A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKR024C","DBP7","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDL136W","RPL35B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YBR142W","MAK5","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YAL025C","MAK16","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR075W","RPL10","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDL063C","SYO1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKR063C","LAS1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YJL177W","RPL17B","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YDR083W","RRP8","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YHR197W","RIX1","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YKL180W","RPL17A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YEL054C","RPL12A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YML073C","RPL6A","P","ribosomal large subunit biogenesis","GO:0042273","b"
"YLR048W","RPS0B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNR046W","TRM112","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR294W","RRS1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"snR128","SNR128","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR006C","TSR3","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR159W","SAC3","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR119C","RIO1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR021C","RPS27B","P","ribosomal small subunit biogenesis","GO:0042274","b"
