"ORF","GENE","GO set","GO term","GO ID","order"
"YJR072C","NPA3","P","mitotic cell cycle","GO:0000278","d"
"YDL151C","BUD30","P","mitotic cell cycle","GO:0000278","d"
"YGR108W","CLB1","P","mitotic cell cycle","GO:0000278","d"
"YCR038C","BUD5","P","mitotic cell cycle","GO:0000278","d"
"YJL030W","MAD2","P","mitotic cell cycle","GO:0000278","d"
"YNL243W","SLA2","P","mitotic cell cycle","GO:0000278","d"
"YPR122W","AXL1","P","mitotic cell cycle","GO:0000278","d"
"YDL179W","PCL9","P","mitotic cell cycle","GO:0000278","d"
"YPL017C","IRC15","P","mitotic cell cycle","GO:0000278","d"
"YBR088C","POL30","P","mitotic cell cycle","GO:0000278","d"
"YAL016W","TPD3","P","mitotic cell cycle","GO:0000278","d"
"YDL188C","PPH22","P","mitotic cell cycle","GO:0000278","d"
"YHR061C","GIC1","P","mitotic cell cycle","GO:0000278","d"
"YLL003W","SFI1","P","mitotic cell cycle","GO:0000278","d"
"YIL135C","VHS2","P","mitotic cell cycle","GO:0000278","d"
"YKR028W","SAP190","P","mitotic cell cycle","GO:0000278","d"
"YMR109W","MYO5","P","mitotic cell cycle","GO:0000278","d"
"YLR330W","CHS5","P","mitotic cell cycle","GO:0000278","d"
"YGL003C","CDH1","P","mitotic cell cycle","GO:0000278","d"
"YLR319C","BUD6","P","mitotic cell cycle","GO:0000278","d"
"YIL131C","FKH1","P","mitotic cell cycle","GO:0000278","d"
"YDR419W","RAD30","P","mitotic cell cycle","GO:0000278","d"
"YBL105C","PKC1","P","mitotic cell cycle","GO:0000278","d"
"YOR233W","KIN4","P","mitotic cell cycle","GO:0000278","d"
"YLR353W","BUD8","P","mitotic cell cycle","GO:0000278","d"
"YGL071W","AFT1","P","mitotic cell cycle","GO:0000278","d"
"YGL174W","BUD13","P","mitotic cell cycle","GO:0000278","d"
"YNL068C","FKH2","P","mitotic cell cycle","GO:0000278","d"
"YLR210W","CLB4","P","mitotic cell cycle","GO:0000278","d"
"YPL008W","CHL1","P","mitotic cell cycle","GO:0000278","d"
"YDR325W","YCG1","P","mitotic cell cycle","GO:0000278","d"
"YHR107C","CDC12","P","mitotic cell cycle","GO:0000278","d"
"YCL014W","BUD3","P","mitotic cell cycle","GO:0000278","d"
"YBR017C","KAP104","P","mitotic cell cycle","GO:0000278","d"
"YJL047C","RTT101","P","mitotic cell cycle","GO:0000278","d"
"YPL152W","RRD2","P","mitotic cell cycle","GO:0000278","d"
"YMR273C","ZDS1","P","mitotic cell cycle","GO:0000278","d"
"YNL164C","IBD2","P","mitotic cell cycle","GO:0000278","d"
"YOR066W","MSA1","P","mitotic cell cycle","GO:0000278","d"
"YKR088C","TVP38","P","mitotic cell cycle","GO:0000278","d"
"YGL190C","CDC55","P","mitotic cell cycle","GO:0000278","d"
"YLR084C","RAX2","P","mitotic cell cycle","GO:0000278","d"
"YMR036C","MIH1","P","mitotic cell cycle","GO:0000278","d"
"YIR006C","PAN1","P","mitotic cell cycle","GO:0000278","d"
"YER167W","BCK2","P","mitotic cell cycle","GO:0000278","d"
"YGR188C","BUB1","P","mitotic cell cycle","GO:0000278","d"
"YGL116W","CDC20","P","mitotic cell cycle","GO:0000278","d"
"YDL028C","MPS1","P","mitotic cell cycle","GO:0000278","d"
"YOR058C","ASE1","P","mitotic cell cycle","GO:0000278","d"
"YIL046W","MET30","P","mitotic cell cycle","GO:0000278","d"
"YNL225C","CNM67","P","mitotic cell cycle","GO:0000278","d"
"YJR017C","ESS1","P","mitotic cell cycle","GO:0000278","d"
"YNL233W","BNI4","P","mitotic cell cycle","GO:0000278","d"
"YDL155W","CLB3","P","mitotic cell cycle","GO:0000278","d"
"YOR262W","GPN2","P","mitotic cell cycle","GO:0000278","d"
"YJL194W","CDC6","P","mitotic cell cycle","GO:0000278","d"
"YDR507C","GIN4","P","mitotic cell cycle","GO:0000278","d"
"YPL018W","CTF19","P","mitotic cell cycle","GO:0000278","d"
"YLL021W","SPA2","P","mitotic cell cycle","GO:0000278","d"
"YCR008W","SAT4","P","mitotic cell cycle","GO:0000278","d"
"YDR328C","SKP1","P","mitotic cell cycle","GO:0000278","d"
"YDR099W","BMH2","P","mitotic cell cycle","GO:0000278","d"
"YJR053W","BFA1","P","mitotic cell cycle","GO:0000278","d"
"YGL060W","YBP2","P","mitotic cell cycle","GO:0000278","d"
"YLL049W","LDB18","P","mitotic cell cycle","GO:0000278","d"
"YIL140W","AXL2","P","mitotic cell cycle","GO:0000278","d"
"YDL117W","CYK3","P","mitotic cell cycle","GO:0000278","d"
"YHR115C","DMA1","P","mitotic cell cycle","GO:0000278","d"
"YPL174C","NIP100","P","mitotic cell cycle","GO:0000278","d"
"YIL153W","RRD1","P","mitotic cell cycle","GO:0000278","d"
"YNL172W","APC1","P","mitotic cell cycle","GO:0000278","d"
"YLR337C","VRP1","P","mitotic cell cycle","GO:0000278","d"
"YBR279W","PAF1","P","mitotic cell cycle","GO:0000278","d"
"YJR089W","BIR1","P","mitotic cell cycle","GO:0000278","d"
"YNL084C","END3","P","mitotic cell cycle","GO:0000278","d"
"YJL076W","NET1","P","mitotic cell cycle","GO:0000278","d"
"YER133W","GLC7","P","mitotic cell cycle","GO:0000278","d"
"YOL145C","CTR9","P","mitotic cell cycle","GO:0000278","d"
"YMR190C","SGS1","P","mitotic cell cycle","GO:0000278","d"
"YGR116W","SPT6","P","mitotic cell cycle","GO:0000278","d"
"YDL003W","MCD1","P","mitotic cell cycle","GO:0000278","d"
"YBR215W","HPC2","P","mitotic cell cycle","GO:0000278","d"
"YHR152W","SPO12","P","mitotic cell cycle","GO:0000278","d"
"YMR001C","CDC5","P","mitotic cell cycle","GO:0000278","d"
"YMR076C","PDS5","P","mitotic cell cycle","GO:0000278","d"
"YOL004W","SIN3","P","mitotic cell cycle","GO:0000278","d"
"YKR072C","SIS2","P","mitotic cell cycle","GO:0000278","d"
"YDR002W","YRB1","P","mitotic cell cycle","GO:0000278","d"
"YMR048W","CSM3","P","mitotic cell cycle","GO:0000278","d"
"YLR310C","CDC25","P","mitotic cell cycle","GO:0000278","d"
"YIL031W","ULP2","P","mitotic cell cycle","GO:0000278","d"
"YPL116W","HOS3","P","mitotic cell cycle","GO:0000278","d"
"YNL088W","TOP2","P","mitotic cell cycle","GO:0000278","d"
"YMR135C","GID8","P","mitotic cell cycle","GO:0000278","d"
"YLR074C","BUD20","P","mitotic cell cycle","GO:0000278","d"
"YKL129C","MYO3","P","mitotic cell cycle","GO:0000278","d"
"YPL253C","VIK1","P","mitotic cell cycle","GO:0000278","d"
"YGR140W","CBF2","P","mitotic cell cycle","GO:0000278","d"
"YOR144C","ELG1","P","mitotic cell cycle","GO:0000278","d"
"YMR032W","HOF1","P","mitotic cell cycle","GO:0000278","d"
"YGR040W","KSS1","P","mitotic cell cycle","GO:0000278","d"
"YBR267W","REI1","P","mitotic cell cycle","GO:0000278","d"
"YDR014W","RAD61","P","mitotic cell cycle","GO:0000278","d"
"YHR127W","YHR127W","P","mitotic cell cycle","GO:0000278","d"
"YDR106W","ARP10","P","mitotic cell cycle","GO:0000278","d"
"YDR318W","MCM21","P","mitotic cell cycle","GO:0000278","d"
"YFR040W","SAP155","P","mitotic cell cycle","GO:0000278","d"
"YLR079W","SIC1","P","mitotic cell cycle","GO:0000278","d"
"YBR158W","AMN1","P","mitotic cell cycle","GO:0000278","d"
"YBL031W","SHE1","P","mitotic cell cycle","GO:0000278","d"
"YAL040C","CLN3","P","mitotic cell cycle","GO:0000278","d"
"YFL037W","TUB2","P","mitotic cell cycle","GO:0000278","d"
"YML085C","TUB1","P","mitotic cell cycle","GO:0000278","d"
"YJL187C","SWE1","P","mitotic cell cycle","GO:0000278","d"
"YNR027W","BUD17","P","mitotic cell cycle","GO:0000278","d"
"YDL064W","UBC9","P","mitotic cell cycle","GO:0000278","d"
"YBL051C","PIN4","P","mitotic cell cycle","GO:0000278","d"
"YBR135W","CKS1","P","mitotic cell cycle","GO:0000278","d"
"YAL024C","LTE1","P","mitotic cell cycle","GO:0000278","d"
"YEL061C","CIN8","P","mitotic cell cycle","GO:0000278","d"
"YNL262W","POL2","P","mitotic cell cycle","GO:0000278","d"
"YAL021C","CCR4","P","mitotic cell cycle","GO:0000278","d"
"YOR373W","NUD1","P","mitotic cell cycle","GO:0000278","d"
"YNL127W","FAR11","P","mitotic cell cycle","GO:0000278","d"
"YLR182W","SWI6","P","mitotic cell cycle","GO:0000278","d"
"YOR026W","BUB3","P","mitotic cell cycle","GO:0000278","d"
"YOR198C","BFR1","P","mitotic cell cycle","GO:0000278","d"
"YOR301W","RAX1","P","mitotic cell cycle","GO:0000278","d"
"YOR129C","AFI1","P","mitotic cell cycle","GO:0000278","d"
"YOL072W","THP1","P","mitotic cell cycle","GO:0000278","d"
"YPL269W","KAR9","P","mitotic cell cycle","GO:0000278","d"
"YMR055C","BUB2","P","mitotic cell cycle","GO:0000278","d"
"YGR044C","RME1","P","mitotic cell cycle","GO:0000278","d"
"YDR254W","CHL4","P","mitotic cell cycle","GO:0000278","d"
"YDR488C","PAC11","P","mitotic cell cycle","GO:0000278","d"
"YOR014W","RTS1","P","mitotic cell cycle","GO:0000278","d"
"YML124C","TUB3","P","mitotic cell cycle","GO:0000278","d"
"YMR308C","PSE1","P","mitotic cell cycle","GO:0000278","d"
"YJL074C","SMC3","P","mitotic cell cycle","GO:0000278","d"
"YLR062C","BUD28","P","mitotic cell cycle","GO:0000278","d"
"YPL158C","AIM44","P","mitotic cell cycle","GO:0000278","d"
"YGL229C","SAP4","P","mitotic cell cycle","GO:0000278","d"
"YMR168C","CEP3","P","mitotic cell cycle","GO:0000278","d"
"YFL009W","CDC4","P","mitotic cell cycle","GO:0000278","d"
"YMR078C","CTF18","P","mitotic cell cycle","GO:0000278","d"
"YDR356W","SPC110","P","mitotic cell cycle","GO:0000278","d"
"YJR090C","GRR1","P","mitotic cell cycle","GO:0000278","d"
"YKL185W","ASH1","P","mitotic cell cycle","GO:0000278","d"
"YNL307C","MCK1","P","mitotic cell cycle","GO:0000278","d"
"YDR217C","RAD9","P","mitotic cell cycle","GO:0000278","d"
"YOR217W","RFC1","P","mitotic cell cycle","GO:0000278","d"
"YDR146C","SWI5","P","mitotic cell cycle","GO:0000278","d"
"YOR073W","SGO1","P","mitotic cell cycle","GO:0000278","d"
"YJR092W","BUD4","P","mitotic cell cycle","GO:0000278","d"
"YML064C","TEM1","P","mitotic cell cycle","GO:0000278","d"
"YML027W","YOX1","P","mitotic cell cycle","GO:0000278","d"
"YLR381W","CTF3","P","mitotic cell cycle","GO:0000278","d"
"YGL173C","XRN1","P","mitotic cell cycle","GO:0000278","d"
"YJR076C","CDC11","P","mitotic cell cycle","GO:0000278","d"
"YGR262C","BUD32","P","mitotic cell cycle","GO:0000278","d"
"YFR028C","CDC14","P","mitotic cell cycle","GO:0000278","d"
"YLR313C","SPH1","P","mitotic cell cycle","GO:0000278","d"
"YFL039C","ACT1","P","mitotic cell cycle","GO:0000278","d"
"YJL188C","BUD19","P","mitotic cell cycle","GO:0000278","d"
"YDL132W","CDC53","P","mitotic cell cycle","GO:0000278","d"
"YCR047C","BUD23","P","mitotic cell cycle","GO:0000278","d"
"YOR094W","ARF3","P","mitotic cell cycle","GO:0000278","d"
"YDL074C","BRE1","P","mitotic cell cycle","GO:0000278","d"
"YNL031C","HHT2","P","mitotic cell cycle","GO:0000278","d"
"YFR031C","SMC2","P","mitotic cell cycle","GO:0000278","d"
"YHL027W","RIM101","P","mitotic cell cycle","GO:0000278","d"
"YPL209C","IPL1","P","mitotic cell cycle","GO:0000278","d"
"YDL164C","CDC9","P","mitotic cell cycle","GO:0000278","d"
"YJL098W","SAP185","P","mitotic cell cycle","GO:0000278","d"
"YGL021W","ALK1","P","mitotic cell cycle","GO:0000278","d"
"YDL047W","SIT4","P","mitotic cell cycle","GO:0000278","d"
"YMR153W","NUP53","P","mitotic cell cycle","GO:0000278","d"
"YHR030C","SLT2","P","mitotic cell cycle","GO:0000278","d"
"YIL126W","STH1","P","mitotic cell cycle","GO:0000278","d"
"YBL063W","KIP1","P","mitotic cell cycle","GO:0000278","d"
"YPL031C","PHO85","P","mitotic cell cycle","GO:0000278","d"
"YNL152W","INN1","P","mitotic cell cycle","GO:0000278","d"
"YLR314C","CDC3","P","mitotic cell cycle","GO:0000278","d"
"YHR129C","ARP1","P","mitotic cell cycle","GO:0000278","d"
"YBR107C","IML3","P","mitotic cell cycle","GO:0000278","d"
"YDR184C","ATC1","P","mitotic cell cycle","GO:0000278","d"
"YDR054C","CDC34","P","mitotic cell cycle","GO:0000278","d"
"YGR098C","ESP1","P","mitotic cell cycle","GO:0000278","d"
"YPL020C","ULP1","P","mitotic cell cycle","GO:0000278","d"
"YDL225W","SHS1","P","mitotic cell cycle","GO:0000278","d"
"YJR135C","MCM22","P","mitotic cell cycle","GO:0000278","d"
"YGR245C","SDA1","P","mitotic cell cycle","GO:0000278","d"
"YLR361C","DCR2","P","mitotic cell cycle","GO:0000278","d"
"YNL309W","STB1","P","mitotic cell cycle","GO:0000278","d"
"YLR086W","SMC4","P","mitotic cell cycle","GO:0000278","d"
"YGL086W","MAD1","P","mitotic cell cycle","GO:0000278","d"
"YBR133C","HSL7","P","mitotic cell cycle","GO:0000278","d"
"YCL024W","KCC4","P","mitotic cell cycle","GO:0000278","d"
"YOR178C","GAC1","P","mitotic cell cycle","GO:0000278","d"
"YFR003C","YPI1","P","mitotic cell cycle","GO:0000278","d"
"YDR457W","TOM1","P","mitotic cell cycle","GO:0000278","d"
"YGR229C","SMI1","P","mitotic cell cycle","GO:0000278","d"
"YFL008W","SMC1","P","mitotic cell cycle","GO:0000278","d"
"YBR159W","IFA38","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YFR053C","HXK1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGL205W","POX1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR286C","BIO2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJR009C","TDH2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER010C","YER010C","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL117W","MLS1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YML054C","CYB2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL020C","SPT23","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR157C","ASP3-2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YHR174W","ENO2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR002W","PDH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGL055W","OLE1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL078C","MDH3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR001W","CIT3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YML081W","TDA9","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCR005C","CIT2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL085W","NDE2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR280C","CAT8","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR081C","PDC2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR145W","ADH5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNR058W","BIO3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR284C","ECI1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR020W","FMS1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOL147C","PEX11","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER065C","ICL1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL174C","DLD1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPL075W","GCR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR321W","ASP1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YAL051W","OAF1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCL026C-A","FRM2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER125W","RSP5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOL052C","SPE2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJR019C","TES1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YIL009W","FAA3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR044C","PDC1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR210W","MGL2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR196C","PGI1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPL231W","FAS2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL202W","SPS19","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR388C","FDH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR240C","PFK1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL009W","IDP3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR145W","ASN1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOL086C","ADH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCR012W","PGK1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR221C","MCT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNR057C","BIO4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR254W","ENO1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLL027W","ISA1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YHR067W","HTD2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YIL145C","PAN6","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL152C","GPM1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL029C","MAE1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR067W","ISA2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR380W","CSR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YFL018C","LPD1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBL015W","ACH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNR056C","BIO5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR192C","TDH3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR019W","UGA1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCL040W","GLK1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL184W","SPE1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR533C","HSP31","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL106W","AAT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL055C","OAR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR221C","PDB1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCL018W","LEU2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR134W","PDC5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR191W","HST4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR128C","ANT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR207C","HFA1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YIL160C","POT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJL097W","PHS1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR006C","ICL2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER061C","CEM1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPR069C","SPE3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCR034W","ELO2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YIR033W","MGA2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJL060W","BNA3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR347C","PYK2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNR016C","ACC1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR126C","IAH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR176W","ECM31","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YCR084C","TUP1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR363C","PIP2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR025W","HST3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL216W","RAP1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR155C","ASP3-1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR026C","ETR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR539W","FDC1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR041W","FAT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL071W","LAT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJL196C","ELO1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR344C","TYE7","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGL253W","HXK2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPL061W","ALD6","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YAL038W","CDC19","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YHR063C","PAN5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER073W","ALD5","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YIR023W","DAL81","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL274C","GOR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR538W","PAD1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR050C","TPI1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR158C","ASP3-3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER015W","FAA2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL178W","DLD2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR146C","SPE4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL182W","FAS1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL060C","FBA1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YJL052W","TDH1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR124W","ASN2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR372W","ELO3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKR009C","FOX2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNL199C","GCR2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR177C","EHT1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YPL095C","EEB1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YEL071W","DLD3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR145C","NDE1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR345W","YLR345W","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR040W","GLO4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL015C","TSC13","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR006W","UGA2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR374W","ALD4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YGR193C","PDX1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YMR205C","PFK2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOL136C","PFK27","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDL170W","UGA3","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR160C","ASP3-4","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR272W","GLO2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YML004C","GLO1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YFR055W","IRC7","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YER178W","PDA1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YKL192C","ACP1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YLR027C","AAT2","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOR100C","CRC1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YAL054C","ACS1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YNR033W","ABZ1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YDR216W","ADR1","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YBR112C","CYC8","P","monocarboxylic acid metabolic process","GO:0032787","a"
"YOL145C","CTR9","P","mRNA processing","GO:0006397","c"
"YOL123W","HRP1","P","mRNA processing","GO:0006397","c"
"YHR086W","NAM8","P","mRNA processing","GO:0006397","c"
"YML010W","SPT5","P","mRNA processing","GO:0006397","c"
"YGR013W","SNU71","P","mRNA processing","GO:0006397","c"
"YBR160W","CDC28","P","mRNA processing","GO:0006397","c"
"YIL061C","SNP1","P","mRNA processing","GO:0006397","c"
"YJR093C","FIP1","P","mRNA processing","GO:0006397","c"
"YKL018W","SWD2","P","mRNA processing","GO:0006397","c"
"YPL213W","LEA1","P","mRNA processing","GO:0006397","c"
"YPR101W","SNT309","P","mRNA processing","GO:0006397","c"
"YJR084W","YJR084W","P","mRNA processing","GO:0006397","c"
"YER112W","LSM4","P","mRNA processing","GO:0006397","c"
"YGL130W","CEG1","P","mRNA processing","GO:0006397","c"
"YBR152W","SPP381","P","mRNA processing","GO:0006397","c"
"YGR074W","SMD1","P","mRNA processing","GO:0006397","c"
"YPR045C","THP3","P","mRNA processing","GO:0006397","c"
"YKR086W","PRP16","P","mRNA processing","GO:0006397","c"
"YLR016C","PML1","P","mRNA processing","GO:0006397","c"
"YMR125W","STO1","P","mRNA processing","GO:0006397","c"
"YJL140W","RPB4","P","mRNA processing","GO:0006397","c"
"YMR288W","HSH155","P","mRNA processing","GO:0006397","c"
"YNL251C","NRD1","P","mRNA processing","GO:0006397","c"
"YML046W","PRP39","P","mRNA processing","GO:0006397","c"
"YDR416W","SYF1","P","mRNA processing","GO:0006397","c"
"YDR478W","SNM1","P","mRNA processing","GO:0006397","c"
"YLR418C","CDC73","P","mRNA processing","GO:0006397","c"
"YDR289C","RTT103","P","mRNA processing","GO:0006397","c"
"YBL026W","LSM2","P","mRNA processing","GO:0006397","c"
"YNL210W","MER1","P","mRNA processing","GO:0006397","c"
"YOL148C","SPT20","P","mRNA processing","GO:0006397","c"
"YBL074C","AAR2","P","mRNA processing","GO:0006397","c"
"YGR091W","PRP31","P","mRNA processing","GO:0006397","c"
"YJL203W","PRP21","P","mRNA processing","GO:0006397","c"
"YER146W","LSM5","P","mRNA processing","GO:0006397","c"
"YGL174W","BUD13","P","mRNA processing","GO:0006397","c"
"snR6","SNR6","P","mRNA processing","GO:0006397","c"
"YER032W","FIR1","P","mRNA processing","GO:0006397","c"
"YDR364C","CDC40","P","mRNA processing","GO:0006397","c"
"YJR050W","ISY1","P","mRNA processing","GO:0006397","c"
"YDR163W","CWC15","P","mRNA processing","GO:0006397","c"
"YDR243C","PRP28","P","mRNA processing","GO:0006397","c"
"YMR213W","CEF1","P","mRNA processing","GO:0006397","c"
"YOR148C","SPP2","P","mRNA processing","GO:0006397","c"
"YBR102C","EXO84","P","mRNA processing","GO:0006397","c"
"YPL228W","CET1","P","mRNA processing","GO:0006397","c"
"YNL286W","CUS2","P","mRNA processing","GO:0006397","c"
"YLR424W","SPP382","P","mRNA processing","GO:0006397","c"
"YDR432W","NPL3","P","mRNA processing","GO:0006397","c"
"YGR278W","CWC22","P","mRNA processing","GO:0006397","c"
"YPR107C","YTH1","P","mRNA processing","GO:0006397","c"
"YNL245C","CWC25","P","mRNA processing","GO:0006397","c"
"YMR061W","RNA14","P","mRNA processing","GO:0006397","c"
